Codigo,Titulo no Brasil,Produtor ,Pais de origem ,Ano de producao ,Distribuidor do Jogo no Brasil ,Plataforma,Genero,Classificacao pretendida, Classificacao Atribuida ,Contem ,Tipo de Analise,Tipo do Material ,Requerente,Data Portaria ,Numero Portaria ,Data DOU,Secao 1/ Pagina
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Objetos frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Sangue Animado,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Tabaco ocasionalmente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
125,ALONE IN THE DARK - THE NEW NIGHTMARE,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 16 anos,Violencia Realista,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
126,UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Aventura                                          ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Criaturas frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
126,UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Aventura                                          ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Humano (Civil) ocasionalmente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
126,UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Aventura                                          ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Humano (Militar) frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
126,UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Aventura                                          ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Humanos frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
126,UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Aventura                                          ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Não Humano frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
126,UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Aventura                                          ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Objetos frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
126,UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Aventura                                          ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Sangue Realista,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
126,UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Aventura                                          ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Violencia Realista,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
127,HIGH COLLECTION - GRAND PRIX III,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2000,Infogrames do Brasil Ltda.                                                      ,Computador,Simulação,livre,livre,null,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
128,HIGH COLLECTION - UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Criaturas frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
128,HIGH COLLECTION - UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Humano (Militar) frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
128,HIGH COLLECTION - UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Humanos frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
128,HIGH COLLECTION - UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Não Humano frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
128,HIGH COLLECTION - UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Objetos frequentemente,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
128,HIGH COLLECTION - UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Sangue Realista,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
128,HIGH COLLECTION - UNREAL TOURNAMENT,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,1999,Infogrames do Brasil Ltda.                                                      ,Computador,Ação                                              ,Inadequado para menores de 18 anos,Inadequado para menores de 18 anos,Violencia Animada,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
129,CIVILIZATION III,INFOGRAMES ENTERTAINMENT,Estados Unidos da America,2001,Infogrames do Brasil Ltda.                                                      ,Computador,Estrategia,livre,livre,null,Comum,Execução do Software,Infogrames do Brasil Ltda.,25/01/2002,8,25/01/2002,193/195  
130,SONIC ADVANCE,SONIC TEAM,Estados Unidos da America,2002,Ascaron Entertainment                                                           ,Portatil - Cartucho,Aventura                                          ,livre,livre,null,Comum,Sinopse e Video     ,Gradiente Entertainment Ltda.,25/01/2002,8,25/01/2002,193/195  
132,SIMGOLF,ELECTRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2002,Electronic Arts Ltda.                                                           ,Computador,Simulação,livre,livre,null,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
134,NHL 2002,ELECTRONIC ARTS NETHERLANDS BV,Canada,2001,Electronic Arts Ltda.                                                           ,Computador,Esportes,livre,Inadequado para menores de 12 anos,Violencia Animada Leve,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
136,FIFA FOOTBALL 2002,ELECTRONIC ARTS NETHERLANDS BV,Canada,2001,Electronic Arts Ltda.                                                           ,Computador,Esportes,livre,livre,null,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
138,AS INVENÇÕES DE THOMAS EDISON,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,null,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,11/01/2002,7,11/01/2002,147
140,COMANCHE 4,NOVALOGIC,Estados Unidos da America,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Humano (Militar) ocasionalmente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
140,COMANCHE 4,NOVALOGIC,Estados Unidos da America,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Humanos frequentemente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
140,COMANCHE 4,NOVALOGIC,Estados Unidos da America,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Objetos frequentemente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
140,COMANCHE 4,NOVALOGIC,Estados Unidos da America,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Sangue Animado,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
140,COMANCHE 4,NOVALOGIC,Estados Unidos da America,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Violencia Realista,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
140,COMANCHE 4,NOVALOGIC,Estados Unidos da America,2001,PI Editora Ltda.                                                                ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Humano (Militar) ocasionalmente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
140,COMANCHE 4,NOVALOGIC,Estados Unidos da America,2001,PI Editora Ltda.                                                                ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Humanos frequentemente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
140,COMANCHE 4,NOVALOGIC,Estados Unidos da America,2001,PI Editora Ltda.                                                                ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Objetos frequentemente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
140,COMANCHE 4,NOVALOGIC,Estados Unidos da America,2001,PI Editora Ltda.                                                                ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Sangue Animado,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
140,COMANCHE 4,NOVALOGIC,Estados Unidos da America,2001,PI Editora Ltda.                                                                ,Computador,Simulação,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Violencia Realista,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
142,IL2-STURMOVIK,UBI SOFT,França,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 14 anos,Humanos ocasionalmente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
142,IL2-STURMOVIK,UBI SOFT,França,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 14 anos,Objetos frequentemente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
142,IL2-STURMOVIK,UBI SOFT,França,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,Inadequado para menores de 12 anos,Inadequado para menores de 14 anos,Violencia Realista Leve,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
142,IL2-STURMOVIK,UBI SOFT,França,2001,PI Editora Ltda.                                                                ,Computador,Simulação,Inadequado para menores de 12 anos,Inadequado para menores de 14 anos,Humanos ocasionalmente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
142,IL2-STURMOVIK,UBI SOFT,França,2001,PI Editora Ltda.                                                                ,Computador,Simulação,Inadequado para menores de 12 anos,Inadequado para menores de 14 anos,Objetos frequentemente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
142,IL2-STURMOVIK,UBI SOFT,França,2001,PI Editora Ltda.                                                                ,Computador,Simulação,Inadequado para menores de 12 anos,Inadequado para menores de 14 anos,Violencia Realista Leve,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
144,CHESSMASTER 8000,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Esportes,livre,livre,null,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
146,HYPE - THE TIME QUEST,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,livre,Inadequado para menores de 12 anos,Criaturas frequentemente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
146,HYPE - THE TIME QUEST,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,livre,Inadequado para menores de 12 anos,Não Humano ocasionalmente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
146,HYPE - THE TIME QUEST,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,livre,Inadequado para menores de 12 anos,Objetos frequentemente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
146,HYPE - THE TIME QUEST,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Ação                                              ,livre,Inadequado para menores de 12 anos,Violencia Animada Leve,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
146,HYPE - THE TIME QUEST,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Luta,livre,Inadequado para menores de 12 anos,Criaturas frequentemente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
146,HYPE - THE TIME QUEST,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Luta,livre,Inadequado para menores de 12 anos,Não Humano ocasionalmente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
146,HYPE - THE TIME QUEST,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Luta,livre,Inadequado para menores de 12 anos,Objetos frequentemente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
146,HYPE - THE TIME QUEST,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Luta,livre,Inadequado para menores de 12 anos,Violencia Animada Leve,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
148,CAPITALISM,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Simulação,livre,Inadequado para menores de 12 anos,Tabaco ocasionalmente,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
148,CAPITALISM,UBI SOFT ENTERTAINMENT,França,2001,PI Editora Ltda.                                                                ,Computador,Simulação,livre,Inadequado para menores de 12 anos,Uso de derivados de tabaco,Comum,Execução do Software,PI Editora Ltda.,28/01/2002,9,28/01/2002,22/23  
149,SHOW DO MILHÃO - VOLUME 2,SBT (SISTEMA BRASILEIRO DE TELEVISÃO),Brasil,2001,Tec Toy S/A.                                                                    ,Console - Cartucho,Educacional,livre,livre,null,Comum,Execução do Software,TECTOY S/A.,01/02/2002,10,01/02/2002,42
151,CRAZY TAXI 2,SEGA ENTERPRISES LTDA.,Brasil,2001,Tec Toy S/A.                                                                    ,Console - CD Rom,Ação                                              ,livre,Inadequado para menores de 12 anos,Desvirtuamento de valores eticos,Comum,Execução do Software,TECTOY S/A.,01/02/2002,10,01/02/2002,42
88,TURMA DO CHICO BENTO PRINT STUDIO,KIQ SOFTWARE,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
89,CEBOLINHA & FLOQUINHO,MACROMEDIA/JCS/SONOPRESS,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
90,SCOOBY-DOO O CAVALEIRO FANTASMA,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
90,SCOOBY-DOO O CAVALEIRO FANTASMA,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
90,SCOOBY-DOO O CAVALEIRO FANTASMA,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
90,SCOOBY-DOO O CAVALEIRO FANTASMA,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
91,SCOOBY-DOO AVENTURA NA CIDADE ASSOMBRADA,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
91,SCOOBY-DOO AVENTURA NA CIDADE ASSOMBRADA,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
91,SCOOBY-DOO AVENTURA NA CIDADE ASSOMBRADA,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
91,SCOOBY-DOO AVENTURA NA CIDADE ASSOMBRADA,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
92,RUGRATS SUPER AVENTURAS,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
92,RUGRATS SUPER AVENTURAS,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
92,RUGRATS SUPER AVENTURAS,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
92,RUGRATS SUPER AVENTURAS,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
94,PASCOA,BRIGHTER & CHILD INC.,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
94,PASCOA,BRIGHTER & CHILD INC.,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
94,PASCOA,BRIGHTER & CHILD INC.,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
94,PASCOA,BRIGHTER & CHILD INC.,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
96,DAVI E GOLIAS,BRIGHTER & CHILD,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
96,DAVI E GOLIAS,BRIGHTER & CHILD,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
96,DAVI E GOLIAS,BRIGHTER & CHILD,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
96,DAVI E GOLIAS,BRIGHTER & CHILD,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
98,REVISTA DIVERTIRE 4 ENCANTANDO VOL. 1,EX NIHIL,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
98,REVISTA DIVERTIRE 4 ENCANTANDO VOL. 1,EX NIHIL,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
100,REVISTA DIVERTIRE 3 ERA UMA VEZ UM GATO,MARK-SHEVET,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
100,REVISTA DIVERTIRE 3 ERA UMA VEZ UM GATO,MARK-SHEVET,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
102,REVISTA DIVERTIRE 1 GUS VAI AO CYBERPARQUE,FUTURARTE EDITORA LTDA.,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
102,REVISTA DIVERTIRE 1 GUS VAI AO CYBERPARQUE,FUTURARTE EDITORA LTDA.,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
104,EXPLORADORES DO NOVO MUNDO,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
106,MEDAL OF HONOR - ALLIED ASSAULT,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2002,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Humano (Militar) ocasionalmente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
106,MEDAL OF HONOR - ALLIED ASSAULT,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2002,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Humanos frequentemente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
106,MEDAL OF HONOR - ALLIED ASSAULT,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2002,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Objetos frequentemente,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
106,MEDAL OF HONOR - ALLIED ASSAULT,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2002,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Tensão,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
106,MEDAL OF HONOR - ALLIED ASSAULT,ELETRONIC ARTS NETHERLANDS BV,Estados Unidos da America,2002,Electronic Arts Ltda.                                                           ,Computador,Ação                                              ,Inadequado para menores de 14 anos,Inadequado para menores de 16 anos,Violencia Realista,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
108,SUPERCAR STREET CHALLENGE,ACTIVISION INC.,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Simulação,livre,livre,null,Comum,Execução do Software,Electronic Arts Ltda.,25/01/2002,8,25/01/2002,193/195  
110,STAR WARS GALACTIC BATTLEGROUNDS,LUCASARTS ENTERTAINMENT COMPANY - LLC,Estados Unidos da America,2001,Electronic Arts Ltda.                                                           ,Computador,Estrategia,Inadequado para menores de 14 anos,Inadequado para menores de 14 anos,Criaturas frequentemente,Comum,Execução do Software,Electronic Arts Ltda.,28/01/2002,9,28/01/2002,22/23  
